gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,exposed_females_max_transcript_counts,exposed_males_max_transcript_counts,max_transcript_counts,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111123983,13,12,13,9,13,rna-XM_022466782.1,rna-XM_022466788.1,rna-XM_022466781.1,rna-XM_022466779.1
LOC111123984,1,1,1,1,1,rna-XM_022466791.1,rna-XM_022466791.1,rna-XM_022466791.1,rna-XM_022466791.1
LOC111123985,1,1,1,1,1,rna-XM_022466790.1,rna-XM_022466790.1,rna-XM_022466790.1,rna-XM_022466790.1
LOC111123986,3,3,3,3,3,rna-XM_022466792.1,rna-XM_022466792.1,rna-XM_022466794.1,rna-XM_022466792.1
LOC111123987,2,2,2,2,2,rna-XM_022466795.1,rna-XM_022466795.1,rna-XM_022466795.1,rna-XM_022466795.1
LOC111123988,1,1,1,1,1,rna-XM_022466797.1,rna-XM_022466797.1,rna-XM_022466797.1,rna-XM_022466797.1
LOC111123989,1,1,1,1,1,rna-XM_022466798.1,rna-XM_022466798.1,rna-XM_022466798.1,rna-XM_022466798.1
LOC111123990,3,3,3,3,3,rna-XM_022466799.1,rna-XM_022466799.1,rna-XM_022466800.1,rna-XM_022466800.1
LOC111123991,1,1,1,1,1,rna-XR_002638132.1,rna-XR_002638132.1,rna-XR_002638132.1,rna-XR_002638132.1
LOC111123992,4,4,3,4,4,rna-XM_022466804.1,rna-XM_022466802.1,rna-XM_022466802.1,rna-XM_022466802.1
LOC111123993,11,9,9,9,11,rna-XM_022466806.1,rna-XM_022466808.1,rna-XM_022466806.1,rna-XM_022466816.1
LOC111123994,2,2,2,2,2,rna-XM_022466824.1,rna-XM_022466824.1,rna-XM_022466814.1,rna-XM_022466814.1
LOC111123995,3,1,4,3,4,rna-XM_022466820.1,rna-XM_022466820.1,rna-XM_022466820.1,rna-XM_022466822.1
LOC111123996,1,1,1,1,1,rna-XM_022466825.1,rna-XM_022466825.1,rna-XM_022466825.1,rna-XM_022466825.1
LOC111123997,1,1,1,1,1,rna-XM_022466826.1,rna-XM_022466826.1,rna-XM_022466826.1,rna-XM_022466826.1
LOC111123998,1,1,1,1,1,rna-XM_022466827.1,rna-XM_022466827.1,rna-XM_022466827.1,rna-XM_022466827.1
LOC111123999,1,1,1,1,1,rna-XM_022466828.1,rna-XM_022466828.1,rna-XM_022466828.1,rna-XM_022466828.1
LOC111124000,2,2,2,2,2,rna-XR_002638134.1,rna-XR_002638134.1,rna-XR_002638134.1,rna-XR_002638134.1
LOC111124001,1,1,1,1,1,rna-XR_002638135.1,rna-XR_002638135.1,rna-XR_002638135.1,rna-XR_002638135.1
LOC111124002,9,6,8,7,9,rna-XM_022466838.1,rna-XM_022466838.1,rna-XM_022466830.1,rna-XM_022466830.1
LOC111124003,1,1,1,1,1,rna-XM_022466835.1,rna-XM_022466835.1,rna-XM_022466835.1,rna-XM_022466835.1
LOC111124004,3,3,3,3,3,rna-XM_022466841.1,rna-XM_022466841.1,rna-XM_022466841.1,rna-XM_022466843.1
LOC111124005,5,5,5,5,5,rna-XM_022466845.1,rna-XM_022466845.1,rna-XM_022466845.1,rna-XM_022466845.1
LOC111124006,1,1,1,1,1,rna-XR_002638146.1,rna-XR_002638146.1,rna-XR_002638146.1,rna-XR_002638146.1
LOC111124007,1,1,1,1,1,rna-XM_022466850.1,rna-XM_022466850.1,rna-XM_022466850.1,rna-XM_022466850.1
LOC111124008,1,1,1,1,1,rna-XM_022466849.1,rna-XM_022466849.1,rna-XM_022466849.1,rna-XM_022466849.1
LOC111124009,1,1,1,1,1,rna-XM_022466851.1,rna-XM_022466851.1,rna-XM_022466851.1,rna-XM_022466851.1
LOC111124010,1,1,1,1,1,rna-XM_022466852.1,rna-XM_022466852.1,rna-XM_022466852.1,rna-XM_022466852.1
LOC111124011,4,3,4,4,4,rna-XM_022466853.1,rna-XM_022466853.1,rna-XM_022466853.1,rna-XM_022466853.1
LOC111124012,1,1,1,1,1,rna-XR_002638136.1,rna-XR_002638136.1,rna-XR_002638136.1,rna-XR_002638136.1
LOC111124013,1,1,1,1,1,rna-XM_022466857.1,rna-XM_022466857.1,rna-XM_022466857.1,rna-XM_022466857.1
LOC111124014,1,1,1,1,1,rna-XM_022466858.1,rna-XM_022466858.1,rna-XM_022466858.1,rna-XM_022466858.1
LOC111124015,1,1,1,1,1,rna-XM_022466859.1,rna-XM_022466859.1,rna-XM_022466859.1,rna-XM_022466859.1
LOC111124016,4,4,4,4,4,rna-XM_022466862.1,rna-XM_022466863.1,rna-XM_022466863.1,rna-XM_022466860.1
LOC111124017,1,1,1,1,1,rna-XM_022466869.1,rna-XM_022466869.1,rna-XM_022466869.1,rna-XM_022466869.1
LOC111124018,6,5,7,5,7,rna-XM_022466865.1,rna-XM_022466865.1,rna-XM_022466870.1,rna-XM_022466870.1
LOC111124019,1,1,1,1,1,rna-XM_022466872.1,rna-XM_022466872.1,rna-XM_022466872.1,rna-XM_022466872.1
LOC111124020,1,1,1,1,1,rna-XR_002638137.1,rna-XR_002638137.1,rna-XR_002638137.1,rna-XR_002638137.1
LOC111124021,1,1,1,1,1,rna-XM_022466873.1,rna-XM_022466873.1,rna-XM_022466873.1,rna-XM_022466873.1
LOC111124022,5,2,3,5,5,rna-XR_002638139.1,rna-XR_002638139.1,rna-XR_002638141.1,rna-XR_002638141.1
LOC111124023,1,1,1,1,1,rna-XR_002638143.1,rna-XR_002638143.1,rna-XR_002638143.1,rna-XR_002638143.1
LOC111124024,1,1,1,1,1,rna-XM_022466877.1,rna-XM_022466877.1,rna-XM_022466877.1,rna-XM_022466877.1
LOC111124025,3,2,3,3,3,rna-XR_002638144.1,rna-XR_002638144.1,rna-XR_002638144.1,rna-XR_002638144.1
LOC111124026,12,8,12,9,12,rna-XM_022466884.1,rna-XM_022466884.1,rna-XM_022466875.1,rna-XM_022466875.1
LOC111124027,1,1,1,1,1,rna-XM_022466891.1,rna-XM_022466891.1,rna-XM_022466891.1,rna-XM_022466891.1
LOC111124028,1,1,1,1,1,rna-XM_022466888.1,rna-XM_022466888.1,rna-XM_022466888.1,rna-XM_022466888.1
LOC111124029,1,1,1,1,1,rna-XM_022466889.1,rna-XM_022466889.1,rna-XM_022466889.1,rna-XM_022466889.1
LOC111124030,4,3,4,3,4,rna-XM_022466892.1,rna-XM_022466892.1,rna-XM_022466893.1,rna-XM_022466892.1
LOC111124031,1,1,1,1,1,rna-XM_022466895.1,rna-XM_022466895.1,rna-XM_022466895.1,rna-XM_022466895.1
LOC111124032,1,1,1,1,1,gene-LOC111124032,gene-LOC111124032,gene-LOC111124032,gene-LOC111124032
LOC111124033,1,1,1,1,1,rna-XM_022466896.1,rna-XM_022466896.1,rna-XM_022466896.1,rna-XM_022466896.1
LOC111124034,1,1,1,1,1,rna-XM_022466897.1,rna-XM_022466897.1,rna-XM_022466897.1,rna-XM_022466897.1
LOC111124035,1,1,1,1,1,rna-XM_022466898.1,rna-XM_022466898.1,rna-XM_022466898.1,rna-XM_022466898.1
LOC111124036,11,6,10,8,11,rna-XM_022466910.1,rna-XM_022466918.1,rna-XM_022466901.1,rna-XM_022466901.1
LOC111124037,1,1,1,1,1,rna-XM_022466899.1,rna-XM_022466899.1,rna-XM_022466899.1,rna-XM_022466899.1
LOC111124038,1,1,1,1,1,rna-XM_022466900.1,rna-XM_022466900.1,rna-XM_022466900.1,rna-XM_022466900.1
LOC111124039,1,1,1,1,1,gene-LOC111124039,gene-LOC111124039,gene-LOC111124039,gene-LOC111124039
LOC111124040,1,1,1,1,1,gene-LOC111124040,gene-LOC111124040,gene-LOC111124040,gene-LOC111124040
LOC111124041,1,1,1,1,1,rna-XM_022466902.1,rna-XM_022466902.1,rna-XM_022466902.1,rna-XM_022466902.1
LOC111124042,1,1,1,1,1,rna-XM_022466903.1,rna-XM_022466903.1,rna-XM_022466903.1,rna-XM_022466903.1
LOC111124043,1,1,1,1,1,rna-XM_022466904.1,rna-XM_022466904.1,rna-XM_022466904.1,rna-XM_022466904.1
LOC111124044,1,1,1,1,1,gene-LOC111124044,gene-LOC111124044,gene-LOC111124044,gene-LOC111124044
LOC111124045,1,1,1,1,1,rna-XM_022466905.1,rna-XM_022466905.1,rna-XM_022466905.1,rna-XM_022466905.1
LOC111124046,1,1,1,1,1,rna-XM_022466906.1,rna-XM_022466906.1,rna-XM_022466906.1,rna-XM_022466906.1
LOC111124047,1,1,1,1,1,rna-XM_022466907.1,rna-XM_022466907.1,rna-XM_022466907.1,rna-XM_022466907.1
LOC111124048,1,1,1,1,1,rna-XM_022466908.1,rna-XM_022466908.1,rna-XM_022466908.1,rna-XM_022466908.1
LOC111124049,1,1,1,1,1,rna-XM_022466909.1,rna-XM_022466909.1,rna-XM_022466909.1,rna-XM_022466909.1
LOC111124050,1,1,1,1,1,rna-XM_022466911.1,rna-XM_022466911.1,rna-XM_022466911.1,rna-XM_022466911.1
LOC111124051,1,1,1,1,1,rna-XM_022466912.1,rna-XM_022466912.1,rna-XM_022466912.1,rna-XM_022466912.1
LOC111124052,1,1,1,1,1,rna-XM_022466913.1,rna-XM_022466913.1,rna-XM_022466913.1,rna-XM_022466913.1
LOC111124053,1,1,1,1,1,rna-XM_022466914.1,rna-XM_022466914.1,rna-XM_022466914.1,rna-XM_022466914.1
LOC111124054,1,1,1,1,1,rna-XM_022466915.1,rna-XM_022466915.1,rna-XM_022466915.1,rna-XM_022466915.1
LOC111124055,1,1,1,1,1,rna-XM_022466916.1,rna-XM_022466916.1,rna-XM_022466916.1,rna-XM_022466916.1
LOC111124056,1,1,0,1,1,rna-XM_022466917.1,rna-XM_022466917.1,rna-XM_022466917.1,rna-XM_022466917.1
LOC111124057,1,1,1,1,1,rna-XM_022466951.1,rna-XM_022466951.1,rna-XM_022466951.1,rna-XM_022466951.1
LOC111124058,1,1,1,1,1,rna-XM_022466919.1,rna-XM_022466919.1,rna-XM_022466919.1,rna-XM_022466919.1
LOC111124059,1,1,1,1,1,rna-XM_022466920.1,rna-XM_022466920.1,rna-XM_022466920.1,rna-XM_022466920.1
LOC111124060,1,1,1,1,1,rna-XM_022466921.1,rna-XM_022466921.1,rna-XM_022466921.1,rna-XM_022466921.1
LOC111124061,1,1,1,1,1,rna-XM_022466922.1,rna-XM_022466922.1,rna-XM_022466922.1,rna-XM_022466922.1
LOC111124062,1,1,1,1,1,gene-LOC111124062,gene-LOC111124062,gene-LOC111124062,gene-LOC111124062
LOC111124063,1,1,1,1,1,rna-XM_022466924.1,rna-XM_022466924.1,rna-XM_022466924.1,rna-XM_022466924.1
LOC111124064,1,1,1,1,1,rna-XM_022466925.1,rna-XM_022466925.1,rna-XM_022466925.1,rna-XM_022466925.1
LOC111124065,1,1,1,1,1,rna-XM_022466926.1,rna-XM_022466926.1,rna-XM_022466926.1,rna-XM_022466926.1
LOC111124066,1,1,1,1,1,rna-XM_022466927.1,rna-XM_022466927.1,rna-XM_022466927.1,rna-XM_022466927.1
LOC111124067,1,1,1,1,1,rna-XM_022466928.1,rna-XM_022466928.1,rna-XM_022466928.1,rna-XM_022466928.1
LOC111124068,1,1,1,1,1,rna-XM_022466929.1,rna-XM_022466929.1,rna-XM_022466929.1,rna-XM_022466929.1
LOC111124069,1,1,1,1,1,rna-XM_022466931.1,rna-XM_022466931.1,rna-XM_022466931.1,rna-XM_022466931.1
LOC111124070,1,1,1,1,1,rna-XM_022466932.1,rna-XM_022466932.1,rna-XM_022466932.1,rna-XM_022466932.1
LOC111124071,1,1,1,1,1,rna-XM_022466933.1,rna-XM_022466933.1,rna-XM_022466933.1,rna-XM_022466933.1
LOC111124072,1,1,1,1,1,rna-XM_022466934.1,rna-XM_022466934.1,rna-XM_022466934.1,rna-XM_022466934.1
LOC111124073,1,1,1,1,1,rna-XM_022466935.1,rna-XM_022466935.1,rna-XM_022466935.1,rna-XM_022466935.1
LOC111124074,1,1,1,1,1,rna-XM_022466936.1,rna-XM_022466936.1,rna-XM_022466936.1,rna-XM_022466936.1
LOC111124075,1,1,1,1,1,rna-XM_022466937.1,rna-XM_022466937.1,rna-XM_022466937.1,rna-XM_022466937.1
LOC111124076,1,1,1,1,1,gene-LOC111124076,gene-LOC111124076,gene-LOC111124076,gene-LOC111124076
LOC111124077,1,1,1,1,1,gene-LOC111124077,gene-LOC111124077,gene-LOC111124077,gene-LOC111124077
LOC111124078,1,1,1,1,1,rna-XM_022466939.1,rna-XM_022466939.1,rna-XM_022466939.1,rna-XM_022466939.1
LOC111124079,1,1,1,1,1,rna-XM_022466940.1,rna-XM_022466940.1,rna-XM_022466940.1,rna-XM_022466940.1
LOC111124080,1,1,1,1,1,rna-XM_022466941.1,rna-XM_022466941.1,rna-XM_022466941.1,rna-XM_022466941.1
LOC111124081,1,1,1,1,1,rna-XM_022466942.1,rna-XM_022466942.1,rna-XM_022466942.1,rna-XM_022466942.1
LOC111124082,1,1,1,1,1,rna-XM_022466944.1,rna-XM_022466944.1,rna-XM_022466944.1,rna-XM_022466944.1
LOC111124083,1,1,1,1,1,rna-XM_022466945.1,rna-XM_022466945.1,rna-XM_022466945.1,rna-XM_022466945.1
LOC111124084,1,1,1,1,1,rna-XM_022466946.1,rna-XM_022466946.1,rna-XM_022466946.1,rna-XM_022466946.1
LOC111124085,1,1,1,1,1,rna-XM_022466947.1,rna-XM_022466947.1,rna-XM_022466947.1,rna-XM_022466947.1
LOC111124086,1,1,1,1,1,rna-XM_022466948.1,rna-XM_022466948.1,rna-XM_022466948.1,rna-XM_022466948.1
LOC111124087,1,1,1,1,1,rna-XM_022466949.1,rna-XM_022466949.1,rna-XM_022466949.1,rna-XM_022466949.1
LOC111124088,1,1,1,1,1,rna-XM_022466950.1,rna-XM_022466950.1,rna-XM_022466950.1,rna-XM_022466950.1
LOC111124089,1,1,1,1,1,rna-XM_022466953.1,rna-XM_022466953.1,rna-XM_022466953.1,rna-XM_022466953.1
LOC111124090,1,1,1,1,1,rna-XM_022466954.1,rna-XM_022466954.1,rna-XM_022466954.1,rna-XM_022466954.1
LOC111124091,1,1,1,1,1,rna-XM_022466955.1,rna-XM_022466955.1,rna-XM_022466955.1,rna-XM_022466955.1
LOC111124092,1,1,1,1,1,rna-XM_022466956.1,rna-XM_022466956.1,rna-XM_022466956.1,rna-XM_022466956.1
LOC111124093,1,1,1,1,1,rna-XM_022466957.1,rna-XM_022466957.1,rna-XM_022466957.1,rna-XM_022466957.1
LOC111124094,1,1,1,1,1,gene-LOC111124094,gene-LOC111124094,gene-LOC111124094,gene-LOC111124094
LOC111124095,1,1,1,1,1,rna-XM_022466958.1,rna-XM_022466958.1,rna-XM_022466958.1,rna-XM_022466958.1
LOC111124096,1,1,1,1,1,rna-XM_022466960.1,rna-XM_022466960.1,rna-XM_022466960.1,rna-XM_022466960.1
LOC111124097,1,1,1,1,1,rna-XM_022466961.1,rna-XM_022466961.1,rna-XM_022466961.1,rna-XM_022466961.1
LOC111124098,1,1,1,1,1,rna-XM_022466962.1,rna-XM_022466962.1,rna-XM_022466962.1,rna-XM_022466962.1
LOC111124099,1,1,1,1,1,rna-XM_022466963.1,rna-XM_022466963.1,rna-XM_022466963.1,rna-XM_022466963.1
LOC111124100,1,1,1,1,1,rna-XM_022466964.1,rna-XM_022466964.1,rna-XM_022466964.1,rna-XM_022466964.1
LOC111124101,1,1,1,1,1,rna-XM_022466965.1,rna-XM_022466965.1,rna-XM_022466965.1,rna-XM_022466965.1
LOC111124102,1,1,1,1,1,rna-XM_022466967.1,rna-XM_022466967.1,rna-XM_022466967.1,rna-XM_022466967.1
LOC111124103,0,1,0,1,1,rna-XM_022466968.1,rna-XM_022466968.1,rna-XM_022466968.1,rna-XM_022466968.1
LOC111124104,1,1,1,1,1,rna-XM_022466969.1,rna-XM_022466969.1,rna-XM_022466969.1,rna-XM_022466969.1
LOC111124105,1,1,1,1,1,rna-XM_022466970.1,rna-XM_022466970.1,rna-XM_022466970.1,rna-XM_022466970.1
LOC111124106,1,1,1,1,1,rna-XM_022466971.1,rna-XM_022466971.1,rna-XM_022466971.1,rna-XM_022466971.1
LOC111124107,1,1,1,1,1,rna-XM_022466972.1,rna-XM_022466972.1,rna-XM_022466972.1,rna-XM_022466972.1
LOC111124108,1,1,1,1,1,rna-XM_022466973.1,rna-XM_022466973.1,rna-XM_022466973.1,rna-XM_022466973.1
LOC111124109,1,1,1,1,1,rna-XM_022466976.1,rna-XM_022466976.1,rna-XM_022466976.1,rna-XM_022466976.1
LOC111124110,1,1,1,1,1,gene-LOC111124110,gene-LOC111124110,gene-LOC111124110,gene-LOC111124110
LOC111124111,1,1,1,1,1,rna-XM_022466974.1,rna-XM_022466974.1,rna-XM_022466974.1,rna-XM_022466974.1
LOC111124112,1,1,1,1,1,rna-XM_022466975.1,rna-XM_022466975.1,rna-XM_022466975.1,rna-XM_022466975.1
LOC111124113,1,1,1,1,1,rna-XM_022466977.1,rna-XM_022466977.1,rna-XM_022466977.1,rna-XM_022466977.1
LOC111124114,1,1,1,1,1,rna-XM_022466978.1,rna-XM_022466978.1,rna-XM_022466978.1,rna-XM_022466978.1
LOC111124115,1,1,1,1,1,rna-XM_022466979.1,rna-XM_022466979.1,rna-XM_022466979.1,rna-XM_022466979.1
LOC111124116,1,1,1,1,1,rna-XM_022466980.1,rna-XM_022466980.1,rna-XM_022466980.1,rna-XM_022466980.1
LOC111124117,1,1,1,1,1,rna-XM_022466981.1,rna-XM_022466981.1,rna-XM_022466981.1,rna-XM_022466981.1
LOC111124118,1,1,1,1,1,rna-XM_022466982.1,rna-XM_022466982.1,rna-XM_022466982.1,rna-XM_022466982.1
LOC111124119,5,5,5,5,5,rna-XM_022466998.1,rna-XM_022466998.1,rna-XM_022466986.1,rna-XM_022466986.1
LOC111124120,1,1,1,1,1,rna-XM_022466983.1,rna-XM_022466983.1,rna-XM_022466983.1,rna-XM_022466983.1
LOC111124121,1,1,1,1,1,rna-XM_022466984.1,rna-XM_022466984.1,rna-XM_022466984.1,rna-XM_022466984.1
LOC111124122,1,1,1,1,1,rna-XM_022466985.1,rna-XM_022466985.1,rna-XM_022466985.1,rna-XM_022466985.1
LOC111124123,1,1,1,1,1,rna-XM_022466987.1,rna-XM_022466987.1,rna-XM_022466987.1,rna-XM_022466987.1
LOC111124124,0,1,1,0,1,rna-XM_022466988.1,rna-XM_022466988.1,rna-XM_022466988.1,rna-XM_022466988.1
LOC111124125,1,1,1,1,1,rna-XM_022466989.1,rna-XM_022466989.1,rna-XM_022466989.1,rna-XM_022466989.1
LOC111124126,1,1,1,1,1,gene-LOC111124126,gene-LOC111124126,gene-LOC111124126,gene-LOC111124126
LOC111124127,0,1,1,1,1,rna-XM_022466990.1,rna-XM_022466990.1,rna-XM_022466990.1,rna-XM_022466990.1
LOC111124128,1,1,1,1,1,rna-XM_022466992.1,rna-XM_022466992.1,rna-XM_022466992.1,rna-XM_022466992.1
LOC111124129,1,1,1,1,1,rna-XM_022466993.1,rna-XM_022466993.1,rna-XM_022466993.1,rna-XM_022466993.1
LOC111124130,0,0,0,1,1,rna-XM_022466994.1,rna-XM_022466994.1,rna-XM_022466994.1,rna-XM_022466994.1
LOC111124131,1,1,1,1,1,rna-XM_022466995.1,rna-XM_022466995.1,rna-XM_022466995.1,rna-XM_022466995.1
LOC111124132,1,1,1,1,1,rna-XM_022466996.1,rna-XM_022466996.1,rna-XM_022466996.1,rna-XM_022466996.1
LOC111124133,1,1,1,1,1,rna-XM_022466997.1,rna-XM_022466997.1,rna-XM_022466997.1,rna-XM_022466997.1
LOC111124134,1,1,1,1,1,gene-LOC111124134,gene-LOC111124134,gene-LOC111124134,gene-LOC111124134
LOC111124135,1,1,1,1,1,rna-XM_022466999.1,rna-XM_022466999.1,rna-XM_022466999.1,rna-XM_022466999.1
LOC111124136,1,1,1,1,1,rna-XM_022467000.1,rna-XM_022467000.1,rna-XM_022467000.1,rna-XM_022467000.1
LOC111124137,1,1,1,1,1,rna-XM_022467001.1,rna-XM_022467001.1,rna-XM_022467001.1,rna-XM_022467001.1
LOC111124138,1,1,1,1,1,rna-XM_022467002.1,rna-XM_022467002.1,rna-XM_022467002.1,rna-XM_022467002.1
LOC111124139,1,1,1,1,1,rna-XM_022467003.1,rna-XM_022467003.1,rna-XM_022467003.1,rna-XM_022467003.1
LOC111124140,1,1,1,1,1,rna-XM_022467005.1,rna-XM_022467005.1,rna-XM_022467005.1,rna-XM_022467005.1
LOC111124141,1,1,1,1,1,rna-XM_022467006.1,rna-XM_022467006.1,rna-XM_022467006.1,rna-XM_022467006.1
LOC111124142,1,1,1,1,1,rna-XM_022467007.1,rna-XM_022467007.1,rna-XM_022467007.1,rna-XM_022467007.1
LOC111124143,1,1,1,1,1,gene-LOC111124143,gene-LOC111124143,gene-LOC111124143,gene-LOC111124143
LOC111124144,1,1,1,1,1,rna-XM_022467008.1,rna-XM_022467008.1,rna-XM_022467008.1,rna-XM_022467008.1
LOC111124145,1,1,1,1,1,gene-LOC111124145,gene-LOC111124145,gene-LOC111124145,gene-LOC111124145
LOC111124146,1,1,1,1,1,rna-XM_022467009.1,rna-XM_022467009.1,rna-XM_022467009.1,rna-XM_022467009.1
LOC111124147,1,1,1,1,1,rna-XM_022467011.1,rna-XM_022467011.1,rna-XM_022467011.1,rna-XM_022467011.1
LOC111124148,1,1,1,1,1,rna-XM_022467012.1,rna-XM_022467012.1,rna-XM_022467012.1,rna-XM_022467012.1
LOC111124149,1,1,1,1,1,rna-XM_022467013.1,rna-XM_022467013.1,rna-XM_022467013.1,rna-XM_022467013.1
LOC111124150,1,1,1,1,1,rna-XM_022467014.1,rna-XM_022467014.1,rna-XM_022467014.1,rna-XM_022467014.1
LOC111124151,1,1,1,1,1,rna-XM_022467015.1,rna-XM_022467015.1,rna-XM_022467015.1,rna-XM_022467015.1
LOC111124152,1,1,1,1,1,rna-XM_022467016.1,rna-XM_022467016.1,rna-XM_022467016.1,rna-XM_022467016.1
LOC111124153,1,1,1,1,1,rna-XM_022467017.1,rna-XM_022467017.1,rna-XM_022467017.1,rna-XM_022467017.1
LOC111124154,1,1,1,1,1,rna-XM_022467053.1,rna-XM_022467053.1,rna-XM_022467053.1,rna-XM_022467053.1
LOC111124155,2,1,2,2,2,rna-XM_022467020.1,rna-XM_022467028.1,rna-XM_022467020.1,rna-XM_022467020.1
LOC111124156,1,1,1,1,1,rna-XM_022467018.1,rna-XM_022467018.1,rna-XM_022467018.1,rna-XM_022467018.1
LOC111124157,1,1,1,1,1,rna-XM_022467019.1,rna-XM_022467019.1,rna-XM_022467019.1,rna-XM_022467019.1
LOC111124158,1,1,1,1,1,gene-LOC111124158,gene-LOC111124158,gene-LOC111124158,gene-LOC111124158
LOC111124159,1,1,1,1,1,rna-XM_022467021.1,rna-XM_022467021.1,rna-XM_022467021.1,rna-XM_022467021.1
LOC111124160,1,1,1,1,1,rna-XM_022467022.1,rna-XM_022467022.1,rna-XM_022467022.1,rna-XM_022467022.1
LOC111124161,1,1,1,1,1,rna-XM_022467023.1,rna-XM_022467023.1,rna-XM_022467023.1,rna-XM_022467023.1
LOC111124162,1,1,1,1,1,rna-XM_022467024.1,rna-XM_022467024.1,rna-XM_022467024.1,rna-XM_022467024.1
LOC111124163,1,1,1,1,1,rna-XM_022467025.1,rna-XM_022467025.1,rna-XM_022467025.1,rna-XM_022467025.1
LOC111124164,1,1,1,1,1,rna-XM_022467026.1,rna-XM_022467026.1,rna-XM_022467026.1,rna-XM_022467026.1
LOC111124165,1,1,1,1,1,rna-XM_022467027.1,rna-XM_022467027.1,rna-XM_022467027.1,rna-XM_022467027.1
LOC111124166,1,1,1,1,1,rna-XM_022467029.1,rna-XM_022467029.1,rna-XM_022467029.1,rna-XM_022467029.1
LOC111124167,1,1,1,1,1,rna-XM_022467030.1,rna-XM_022467030.1,rna-XM_022467030.1,rna-XM_022467030.1
LOC111124168,1,1,1,1,1,rna-XM_022467031.1,rna-XM_022467031.1,rna-XM_022467031.1,rna-XM_022467031.1
LOC111124169,1,1,1,1,1,rna-XM_022467032.1,rna-XM_022467032.1,rna-XM_022467032.1,rna-XM_022467032.1
LOC111124170,1,1,1,1,1,rna-XM_022467033.1,rna-XM_022467033.1,rna-XM_022467033.1,rna-XM_022467033.1
LOC111124171,1,1,1,1,1,rna-XM_022467034.1,rna-XM_022467034.1,rna-XM_022467034.1,rna-XM_022467034.1
LOC111124172,1,1,1,1,1,rna-XM_022467035.1,rna-XM_022467035.1,rna-XM_022467035.1,rna-XM_022467035.1
LOC111124173,1,1,1,1,1,rna-XM_022467039.1,rna-XM_022467039.1,rna-XM_022467039.1,rna-XM_022467039.1
LOC111124174,1,1,1,1,1,rna-XM_022467036.1,rna-XM_022467036.1,rna-XM_022467036.1,rna-XM_022467036.1
LOC111124175,0,1,0,1,1,rna-XM_022467037.1,rna-XM_022467037.1,rna-XM_022467037.1,rna-XM_022467037.1
LOC111124176,1,1,1,1,1,rna-XM_022467038.1,rna-XM_022467038.1,rna-XM_022467038.1,rna-XM_022467038.1
LOC111124177,1,1,1,1,1,rna-XM_022467040.1,rna-XM_022467040.1,rna-XM_022467040.1,rna-XM_022467040.1
LOC111124178,1,1,1,1,1,rna-XM_022467041.1,rna-XM_022467041.1,rna-XM_022467041.1,rna-XM_022467041.1
LOC111124179,1,1,1,1,1,rna-XM_022467042.1,rna-XM_022467042.1,rna-XM_022467042.1,rna-XM_022467042.1
LOC111124180,0,1,1,1,1,gene-LOC111124180,gene-LOC111124180,gene-LOC111124180,gene-LOC111124180
LOC111124181,1,1,1,1,1,rna-XM_022467043.1,rna-XM_022467043.1,rna-XM_022467043.1,rna-XM_022467043.1
LOC111124182,1,1,1,1,1,rna-XM_022467044.1,rna-XM_022467044.1,rna-XM_022467044.1,rna-XM_022467044.1
LOC111124183,1,1,1,1,1,rna-XM_022467045.1,rna-XM_022467045.1,rna-XM_022467045.1,rna-XM_022467045.1
LOC111124184,1,1,1,1,1,rna-XM_022467049.1,rna-XM_022467049.1,rna-XM_022467049.1,rna-XM_022467049.1
LOC111124185,1,1,1,1,1,rna-XM_022467046.1,rna-XM_022467046.1,rna-XM_022467046.1,rna-XM_022467046.1
LOC111124186,1,1,1,1,1,rna-XM_022467047.1,rna-XM_022467047.1,rna-XM_022467047.1,rna-XM_022467047.1
LOC111124187,1,1,1,1,1,rna-XM_022467048.1,rna-XM_022467048.1,rna-XM_022467048.1,rna-XM_022467048.1
LOC111124188,1,1,1,1,1,rna-XM_022467050.1,rna-XM_022467050.1,rna-XM_022467050.1,rna-XM_022467050.1
LOC111124189,1,1,1,1,1,rna-XM_022467051.1,rna-XM_022467051.1,rna-XM_022467051.1,rna-XM_022467051.1
LOC111124190,1,1,1,1,1,rna-XM_022467052.1,rna-XM_022467052.1,rna-XM_022467052.1,rna-XM_022467052.1
LOC111124191,1,1,1,1,1,gene-LOC111124191,gene-LOC111124191,gene-LOC111124191,gene-LOC111124191
LOC111124192,1,1,1,1,1,rna-XM_022467054.1,rna-XM_022467054.1,rna-XM_022467054.1,rna-XM_022467054.1
LOC111124193,1,1,1,1,1,rna-XM_022467055.1,rna-XM_022467055.1,rna-XM_022467055.1,rna-XM_022467055.1
LOC111124194,1,1,1,1,1,rna-XM_022467056.1,rna-XM_022467056.1,rna-XM_022467056.1,rna-XM_022467056.1
LOC111124195,1,1,1,1,1,rna-XR_002638148.1,rna-XR_002638148.1,rna-XR_002638148.1,rna-XR_002638148.1
LOC111124196,1,1,1,1,1,rna-XM_022467057.1,rna-XM_022467057.1,rna-XM_022467057.1,rna-XM_022467057.1
LOC111124197,1,1,1,1,1,rna-XM_022467058.1,rna-XM_022467058.1,rna-XM_022467058.1,rna-XM_022467058.1
