gene	SPID
LOC111129978	O45782
LOC111129979	Q5R5L7
LOC111127929	P16157
LOC111128077	Q4R7M4
LOC111130929	Q6IE26
LOC111128062	B4ZIX8
LOC111129852	Q86YP4
LOC111129312	Q8CFI0
LOC111129312	P46935
LOC111131719	P15870
LOC111129197	Q5ZLS2
LOC111129294	Q5U312
LOC111128997	P29119
LOC111131284	Q63099
LOC111128390	O75192
LOC111130593	Q6P2C0
LOC111131015	Q8BWA5
LOC111128245	Q495B1
LOC111128263	Q6P026
LOC111131486	Q6P026
LOC111127783	Q5RFT1
LOC111128429	Q90268
LOC111131025	A0JPI9
LOC111128834	Q70CQ2
LOC111128575	Q2VL57
LOC111130120	Q96JI7
LOC111130028	A0A3Q2HW92
LOC111129753	P57788
LOC111130540	P57788
LOC111130466	Q8N8D1
LOC111130110	Q5UNS9
LOC111130109	Q8C1A3
LOC111128102	Q5RD94
LOC111127933	Q90694
LOC111128186	Q29HY3
LOC111131367	Q7ZWG6
LOC111128286	Q7ZWG6
LOC111128285	Q6DCX5
LOC111128287	Q7ZWG6
LOC111128273	Q7ZWG6
LOC111129760	Q6DCX5
LOC111128908	Q7Z3Q1
LOC111128324	Q7ZWG6
LOC111130529	Q14527
LOC111130021	Q9H3P7
LOC111131242	Q9C005
LOC111131303	P29176
LOC111130040	Q9VT65
LOC111130041	Q9DBT3
LOC111129938	Q6ZMW3
LOC111129305	Q9V3D5
LOC111128091	Q5ZJQ3
LOC111128092	O15182
LOC111128430	Q9GKX2
LOC111127815	Q9N0C5
LOC111127813	Q21279
LOC111127814	Q9JIM4
LOC111127811	Q5YLG1
LOC111127812	Q9VCA2
LOC111130444	Q9VCA2
LOC111131175	Q9VCA2
LOC111129762	Q9VCA2
LOC111128915	Q9VCA2
LOC111128916	Q6AZB8
LOC111130543	Q9VCA2
LOC111130370	Q9HCS5
LOC111130645	Q9DEY9
LOC111130646	Q4PM12
LOC111131232	D4ABL6
LOC111128704	Q6DCX5
LOC111128703	Q7ZWG6
LOC111129767	Q7ZWG6
LOC111131797	Q7ZWG6
LOC111130809	Q5RBM3
LOC111128741	Q7ZWG6
LOC111131800	Q14527
LOC111130071	Q9H3P7
LOC111131496	Q9C005
LOC111131350	P29176
LOC111130487	Q9VT65
LOC111129182	Q9DBT3
LOC111129181	Q6ZMW3
LOC111129940	Q9V3D5
LOC111131082	Q5ZJQ3
LOC111130588	O15182
LOC111128239	Q9GKX2
LOC111130674	Q9N0C5
LOC111130651	Q21279
LOC111130652	Q9D0T2
LOC111130614	P61025
LOC111130863	O93530
LOC111128373	Q5YLG1
LOC111127845	Q9VCA2
LOC111129974	Q9VCA2
LOC111129972	Q9VCA2
LOC111129973	Q9VCA2
LOC111130578	Q9VCA2
LOC111130323	Q9HCS5
LOC111131048	Q9DEY9
LOC111131049	Q4PM12
LOC111129516	D4ABL6
LOC111128290	M4DUF2
LOC111128067	Q8R1Q3
LOC111128067	Q3SZZ7
LOC111129922	Q3UTY6
LOC111131337	O95149
LOC111129174	P55013
LOC111129478	Q9NTG1
LOC111129479	Q9NTG1
LOC111129773	Q9I8C7
LOC111130703	P86982
LOC111128032	O95475
LOC111131837	Q9R152
LOC111131824	Q8K078
LOC111131825	Q5RFQ0
LOC111129958	Q05974
LOC111131430	B3EWZ3
LOC111131430	Q96RW7
LOC111129776	A0A3Q2HW92
LOC111127777	Q6DGU5
LOC111131586	A0A061IR73
LOC111130826	Q8CE96
LOC111131788	P20585
LOC111128922	O35218
LOC111128924	Q9VNM1
LOC111127780	P86854
LOC111131019	Q06441
LOC111131615	P22674
LOC111127898	Q8K4Q6
LOC111131655	Q95R48
LOC111128127	Q95R48
LOC111128128	Q95R48
LOC111130118	Q3ZBV8
LOC111130118	Q9D0R2
LOC111130119	Q29RU9
LOC111131290	Q1LX59
LOC111130879	P24367
LOC111130621	Q9BWL3
LOC111130841	Q9Y2Y9
LOC111131140	Q5Q995
LOC111128715	Q5R5L7
LOC111129781	Q93XW5
LOC111128195	Q10982
LOC111131084	Q9R0W9
LOC111129331	P51659
LOC111129332	P62248
LOC111131805	O94806
LOC111130688	Q7ZWG6
LOC111129320	Q5ZIF1
LOC111129319	A5A6H9
LOC111129955	Q5ZIV7
LOC111129954	O94766
LOC111129077	Q5M868
LOC111129076	P59889
LOC111129262	Q1ED21
LOC111129261	Q9CRC3
LOC111129870	Q9JHS4
LOC111128233	Q9Y6V7
LOC111130383	A1L271
LOC111131833	O42449
LOC111127757	Q8R2Y3
LOC111130225	Q8MI17
LOC111128966	B6ZLK2
LOC111129859	Q8BGQ7
LOC111129857	D3Z5L6
LOC111129858	Q5ZJP7
LOC111130833	Q6XK22
LOC111128184	Q8WVN8
LOC111129284	Q9UGM3
LOC111130537	Q5XIG6
LOC111130538	P82924
LOC111130181	Q5XHA1
LOC111129791	Q8BMI4
LOC111127980	Q5RDB5
LOC111127979	Q8BR93
LOC111129952	Q3TDN0
LOC111129466	B5X7E4
LOC111129464	Q96L03
LOC111129283	Q7Z6M2
LOC111131163	Q5RDX3
LOC111131164	P25162
LOC111131733	P09478
LOC111128446	P91766
LOC111131295	P91766
LOC111130256	P04755
LOC111131087	P22770
LOC111130257	Q25145
LOC111130257	Q95WY0
LOC111128584	Q4V9P6
LOC111129794	Q9D4G2
LOC111128972	Q9BY12
LOC111129795	Q9BY12
LOC111130009	P53405
LOC111129796	Q8TEQ8
LOC111128700	Q03249
LOC111128700	P07902
LOC111128698	Q91YK0
LOC111130333	Q6PBX9
LOC111130333	Q60870
LOC111131687	Q61532
LOC111128143	Q9D6R2
LOC111128141	Q9JLC8
LOC111129054	P62313
LOC111129053	Q8IWL3
LOC111129050	Q91XE9
LOC111129050	Q68CJ9
LOC111129049	Q6NRY2
LOC111129051	Q1EAU8
LOC111129051	P0CO88
LOC111131142	Q8N960
LOC111128883	Q8BTH8
LOC111128883	Q8BVP5
LOC111128883	Q9Y6M4
LOC111128883	A7E3X2
LOC111130974	P86854
LOC111130973	Q28062
LOC111131353	P09481
LOC111130003	O97341
LOC111130007	A8I1Q0
LOC111130006	Q95NR9
LOC111130002	Q9W2H1
LOC111130004	O97341
LOC111130004	P04352
LOC111129797	P02599
LOC111130008	P02594
LOC111130005	Q95NR9
LOC111129025	P62184
LOC111129025	Q95NI4
LOC111129027	P0DH96
LOC111129023	P04352
LOC111129023	Q95NI4
LOC111129022	P02594
LOC111129022	Q7T3T2
LOC111129799	Q9UB37
LOC111129026	P62154
LOC111131501	Q9CVD2
LOC111129314	O60140
LOC111128361	P49411
LOC111128260	Q96H78
LOC111128437	Q9D361
LOC111130081	O42976
LOC111131112	Q3V0Q6
LOC111131487	Q60452
LOC111129800	B3EWZ3
LOC111128618	B3EWZ3
LOC111128616	Q8T5G8
LOC111128633	Q5Q995
LOC111128631	Q9Y2Y9
LOC111128629	Q9BWL3
LOC111128632	P24367
LOC111128627	Q1LX59
LOC111128625	Q29RU9
LOC111128617	Q3ZBV8
LOC111128621	Q95R48
LOC111128619	Q95R48
LOC111128620	Q95R48
LOC111128622	Q8K4Q6
LOC111128626	P22674
LOC111128613	Q06441
LOC111131737	P86854
LOC111128842	O35218
LOC111128844	Q9VNM1
LOC111127942	P20585
LOC111130880	Q8CE96
LOC111131127	A0A061IR73
LOC111127932	Q6DGU5
LOC111127931	A0A3Q2HW92
LOC111129808	Q96RW7
LOC111130227	Q05974
LOC111131548	Q5RFQ0
LOC111131547	Q8K078
LOC111127734	Q9R152
LOC111131848	O95475
LOC111130849	P86982
LOC111129206	Q9PTS8
LOC111129205	Q9NTG1
LOC111131190	Q9NTG1
LOC111135731	P21872
LOC111136555	Q92685
LOC111136066	O15254
LOC111134292	P16066
LOC111134245	P18910
LOC111132163	Q15427
LOC111099157	A2ALS5
LOC111099157	P47736
LOC111133246	P35605
LOC111133249	Q6UX40
LOC111133247	Q8UWA5
LOC111135248	P29351
LOC111135248	P29350
LOC111133727	Q2HJ94
LOC111133726	Q5PQ50
LOC111133730	Q5RFB3
LOC111133729	Q5PQ50
LOC111133725	P12955
LOC111137178	Q3UMF9
LOC111099216	Q6PDJ6
LOC111136484	Q5ZL00
LOC111135910	Q8BPG6
LOC111132060	P21872
LOC111132060	Q64737
LOC111137190	Q92685
LOC111136438	O15254
LOC111133925	P16066
LOC111134316	P18910
LOC111136243	Q6AYL5
LOC111135973	Q13029
LOC111133403	P47736
LOC111133403	A2ALS5
LOC111134103	P35605
LOC111134106	Q6UX40
LOC111134104	Q8UWA5
LOC111135981	Q90687
LOC111137525	Q2HJ94
LOC111135289	Q5PQ50
LOC111136000	Q11136
LOC111135288	Q5PQ50
LOC111135287	P12955
LOC111134052	Q6VVW5
LOC111134052	Q07553
LOC111136013	P43646
LOC111137685	Q5T2D3
LOC111137678	Q91WU4
LOC111137688	Q9YHT2
LOC111137681	Q8SPK0
LOC111137680	Q9EP75
LOC111137682	P78329
LOC111137692	Q9DB15
LOC111137679	Q7ZY69
LOC111137684	Q499P8
LOC111137677	Q61097
LOC111137687	Q9D0F6
LOC111137690	P24329
LOC111136296	Q5EAJ7
LOC111136035	Q8WYH8
LOC111134903	A1L0Y2
LOC111136544	A3KPP3
LOC111099155	Q14790
LOC111136038	P10394
LOC111136847	Q6DF34
LOC111137376	Q9CQK1
LOC111133133	Q3ZBL5
LOC111099063	Q9D787
LOC111138201	Q4KLN4
LOC111133229	Q9D2Z8
LOC111133229	Q96FN5
LOC111136051	O08662
LOC111136760	Q96LW2
LOC111135724	Q5R5L7
LOC111136160	O88845
LOC111136081	O88845
LOC111134514	Q8NDA8
LOC111135147	Q8QZR1
LOC111137071	Q8SWR3
LOC111137256	Q8R164
LOC111137641	Q5RCM6
LOC111132160	O75506
LOC111133665	Q3ZBF3
LOC111136305	P53567
LOC111132325	Q5E9U9
LOC111136310	Q9N1F5
LOC111134340	O60762
LOC111134341	Q92636
LOC111138049	Q8MJY8
LOC111132178	Q62077
LOC111132178	P19174
LOC111133521	Q6DDL7
LOC111133522	Q5F478
LOC111133522	P16157
LOC111132186	Q9W707
LOC111136916	Q942L2
LOC111135943	Q6IMH0
LOC111136232	Q9BYG4
LOC111135944	Q9JK84
LOC111137010	Q05975
LOC111134999	Q9ERH3
LOC111134892	Q5R9K8
LOC111134893	Q9D7X8
LOC111136250	Q13884
LOC111137610	Q8NDN9
LOC111134570	Q08BL9
LOC111134293	Q8IY22
LOC111136303	P05689
LOC111099138	Q9DA42
LOC111133986	Q497B8
LOC111133987	P0C6T1
LOC111133988	O62703
LOC111133985	Q86VM9
LOC111137601	Q8CJF7
LOC111132915	Q2TBV5
LOC111132942	Q61391
LOC111132974	P41340
LOC111132974	P04829
LOC111132955	Q5SSL4
LOC111133947	Q9QYS2
LOC111135320	Q14416
LOC111137247	Q8C5L6
LOC111137248	Q9W704
LOC111135361	P67999
LOC111134275	E9PVA8
LOC111133797	Q5ZJL7
LOC111132917	A0A1L5YRA2
LOC111135159	Q9GKX6
LOC111135159	Q5EA79
LOC111134840	Q28HW9
LOC111132406	O35790
LOC111137169	Q8TBY9
LOC111133059	Q6NU91
LOC111136148	Q8CHI8
LOC111135209	Q9H0J9
LOC111138350	Q08AW4
LOC111138352	Q3ZBV2
LOC111135414	Q5FVM7
LOC111135415	Q4KKZ1
LOC111136821	P19623
LOC111136820	Q922K7
LOC111136409	A0A345BJN8
LOC111137122	A3KNI7
LOC111133889	P56812
LOC111133005	Q6GMG6
LOC111136421	Q80X19
LOC111133627	Q9D411
LOC111135705	Q6NYI0
LOC111135703	A9CJC9
LOC111134139	Q8SWR3
LOC111099116	Q8SWR3
LOC111136841	Q16943
LOC111138326	Q5RE52
LOC111136417	P0DOC8
LOC111136254	Q6GR45
LOC111134950	Q08AE8
LOC111134950	Q9U1K1
LOC111136905	Q66L58
LOC111132181	P55088
LOC111135051	B0JZG0
LOC111135052	P42325
LOC111137817	O14662
LOC111137709	Q68DL7
LOC111133528	Q8VCV9
LOC111132168	A3KPN8
LOC111134201	Q8BVU5
LOC111134201	Q9BW91
LOC111134200	Q96J94
LOC111135057	P22059
LOC111138448	Q8AXX2
LOC111136416	Q6NYI0
LOC111134229	Q8SWR3
LOC111138485	Q8SWR3
LOC111136519	Q16943
LOC111132149	Q5RE52
LOC111137116	P0DOC8
LOC111133705	Q6GR45
LOC111135247	Q08AE8
LOC111136807	Q66L58
LOC111133764	P55088
LOC111133863	O77750
LOC111136323	B0JZG0
LOC111136325	P42325
LOC111132157	O14662
LOC111137599	Q68DL7
LOC111136297	Q8VCV9
LOC111136298	A3KPN8
LOC111136071	Q9BW91
LOC111135571	Q96J94
LOC111134783	P22059
LOC111133207	Q8AXX2
LOC111133969	Q4QR03
LOC111133970	Q5ZKU4
LOC111136483	Q96NN9
LOC111135974	Q9CY21
LOC111137478	Q6DFQ5
LOC111136517	Q86U38
LOC111136541	Q9VUA0
LOC111138009	Q80TS5
LOC111133798	Q20929
LOC111135419	O09012
LOC111135420	Q9D3W4
LOC111135421	O15145
LOC111135583	O61492
LOC111135583	Q98TZ8
LOC111135584	Q6P861
LOC111137943	Q5M7K0
LOC111136620	O88799
LOC111133366	A8TX70
LOC111138465	Q6IVV8
LOC111136640	Q7Z443
LOC111136725	Q4KLT3
LOC111135321	Q5XHG1
LOC111132237	Q5XHG1
LOC111133209	Q1RMK1
LOC111136497	Q680A5
LOC111137316	Q6DEY8
LOC111138253	Q9BUN8
LOC111134434	Q6ZQ08
LOC111137639	Q08AX9
LOC111136601	Q9CWK3
LOC111133204	Q8BZT7
LOC111138285	Q9WTR0
LOC111134505	Q9ULZ9
LOC111134506	P15651
LOC111136375	P61376
LOC111099055	P20594
LOC111138323	A4QNN3
LOC111099062	Q8IW41
LOC111137798	Q5SSG5
LOC111132586	Q5EBP3
LOC111099052	Q9Y600
LOC111136678	Q9BRR8
LOC111137934	Q80TS5
LOC111133681	Q20929
LOC111135201	O09012
LOC111135202	Q9D3W4
LOC111135203	O15145
LOC111134688	O61492
LOC111134688	Q98TZ8
LOC111134690	Q6P861
LOC111137382	Q5M7K0
LOC111136730	Q91145
LOC111133032	A8TX70
LOC111136734	Q7TN88
LOC111132170	Q09624
LOC111132863	Q4KLT3
LOC111135041	Q6PFJ7
LOC111135039	P61406
LOC111135040	Q5XHG1
LOC111138025	Q1RMK1
LOC111132957	Q9XGA1
LOC111137265	Q6DEY8
LOC111099122	Q9BUN8
LOC111134304	Q6ZQ08
LOC111137308	Q08AX9
LOC111133338	Q9CWK3
LOC111132954	Q8BZT7
LOC111137713	Q10739
LOC111137713	Q9WTR0
LOC111134457	Q9ULZ9
LOC111134458	P15651
LOC111136673	P61376
LOC111138415	P20594
LOC111132041	A4QNN3
LOC111132035	Q8IW41
LOC111137542	Q5SSG5
LOC111132431	Q5EBP3
LOC111138329	Q28D99
LOC111134286	P61406
LOC111138453	Q14191
LOC111133772	Q174D3
LOC111136247	P47911
LOC111136246	Q6AYH2
LOC111135888	Q0P4H0
LOC111135888	Q4V7V8
LOC111135886	Q55CD9
LOC111099067	Q5RJT2
LOC111134024	O43312
LOC111136886	Q9NTZ6
LOC111136218	P0C152
LOC111138147	A9UMG5
LOC111138147	Q9W625
LOC111136470	P56616
LOC111099203	Q4V897
LOC111133642	Q9JIX0
LOC111135850	Q68FK8
LOC111136911	Q8N653
LOC111137967	B0BMZ6
LOC111134508	Q9Z0J4
LOC111132416	Q28C22
LOC111135872	Q5F464
LOC111134967	Q95JN5
LOC111136666	Q6NX89
LOC111135859	P41824
LOC111134962	Q11126
LOC111136949	Q9VUL9
LOC111136731	Q6AY20
LOC111133369	Q5T0B9
LOC111136858	Q5U2X5
LOC111136857	P10076
LOC111135892	O88281
LOC111136958	Q9ULI1
LOC111136017	Q9I7F7
LOC111134905	Q5T0D9
LOC111134904	Q92058
LOC111137003	Q96WV6
LOC111137013	Q96WV6
LOC111137020	P09487
LOC111134681	Q5FWP4
LOC111134682	A6NMZ7
LOC111135055	A8TX70
LOC111135055	Q99715
LOC111135055	Q60847
LOC111134622	Q5BKL0
LOC111136328	Q8CI78
LOC111135543	Q6PI48
LOC111135544	Q9H939
LOC111137029	Q9ES88
LOC111099182	P56839
LOC111136548	Q7PPA5
LOC111135165	Q6NS15
LOC111135442	Q8IVN8
LOC111137900	Q68FD5
LOC111137901	Q16RX1
LOC111137903	P90703
LOC111135220	A9C3P0
LOC111135219	Q6GM59
LOC111138303	Q69YN4
LOC111138305	Q17R09
LOC111136602	Q08024
LOC111135774	O08654
LOC111138197	Q5XGW6
LOC111133766	Q02369
LOC111132158	O57415
LOC111135761	Q8NCC3
LOC111134748	Q96KP1
LOC111136139	A4FUC9
LOC111137775	Q9P2T1
LOC111136224	P98194
LOC111133938	Q8R4D5
LOC111135257	Q6GNG3
LOC111135256	Q640P2
LOC111137009	Q5VZK9
LOC111135619	Q6DIJ4
LOC111099200	Q5R9W5
LOC111137108	Q8IXZ2
LOC111133722	Q704V6
LOC111136105	O62763
LOC111136735	Q9XWN7
LOC111136599	Q5XFY4
LOC111132175	O88630
LOC111137120	Q6ZTN6
LOC111134599	Q14161
LOC111137800	Q68F72
LOC111138072	Q6DDL7
LOC111137097	Q9PVW8
LOC111132078	O70280
LOC111134524	Q8VDJ3
LOC111099082	Q8BR93
LOC111133731	Q9C086
LOC111132920	A8WGS4
LOC111135475	P92177
LOC111135060	Q9Y4C8
LOC111137166	O46516
LOC111137166	P26150
LOC111137166	Q62878
LOC111133503	Q9CPU4
LOC111137023	O46516
LOC111137023	P26150
LOC111137630	Q9Y4C8
LOC111137632	P92177
LOC111133014	A8WGS4
LOC111136660	Q9C086
LOC111134621	Q8VDJ3
LOC111099097	Q8IZ69
LOC111133563	O35551
LOC111133563	Q15276
LOC111133564	Q9JID9
LOC111138028	Q5ZMH1
LOC111138027	Q5R6R7
LOC111138027	Q99719
LOC111137473	Q8K4C0
LOC111137701	P98072
LOC111135630	Q8NFW1
LOC111133769	Q11002
LOC111132495	Q54B10
LOC111137659	Q9W602
LOC111134300	P43125
LOC111136511	Q9SAL0
LOC111135901	Q7K4Y6
LOC111138120	Q9CPU4
LOC111132879	Q9SAL0
LOC111134725	P43125
LOC111137768	Q9W602
LOC111099152	Q54B10
LOC111133533	Q11002
LOC111137937	Q8NFW1
LOC111135576	P98072
LOC111137336	Q8K4C0
LOC111134822	Q5R6R7
LOC111134823	Q5ZMH1
LOC111134824	Q9JID9
LOC111134821	Q15276
LOC111134821	O35551
LOC111099056	Q8IZ69
LOC111135856	P51871
LOC111133740	O23300
LOC111132905	Q0KHY3
LOC111137502	Q0KHY3
LOC111132894	Q9U641
LOC111132900	P53810
LOC111132903	P62752
LOC111132906	Q5U1Y1
LOC111137527	Q503L9
LOC111132893	Q04519
LOC111132897	Q9U1M2
LOC111132896	P43114
LOC111132899	P43252
LOC111137546	P32240
LOC111132892	P10079
LOC111135362	P26696
LOC111133336	Q5PQ76
LOC111137179	Q5HZL4
LOC111133092	O00222
LOC111133091	O00222
LOC111133096	Q8VIK5
LOC111135123	Q865F7
LOC111132852	B0RS12
LOC111133890	Q8BGS2
LOC111136070	F1RKB1
LOC111135536	Q9WTN5
LOC111137824	Q28727
LOC111135490	Q9QY93
LOC111135487	Q28727
LOC111135489	Q9H773
LOC111135009	Q9UJX3
LOC111136573	Q5FW48
LOC111136572	Q1RM03
LOC111135243	Q1RLX4
LOC111135244	Q569B7
LOC111134699	Q9WVT6
LOC111134700	Q8CI85
LOC111134700	Q9WVT6
LOC111137562	Q6NVR9
LOC111137906	Q25188
LOC111137940	Q9V5L3
LOC111132047	Q503Z8
LOC111133704	Q6AZB8
LOC111132523	Q0V8J4
LOC111133928	Q9VY77
LOC111133891	Q5T089
LOC111133892	Q8N987
LOC111135400	P29190
LOC111134713	P05153
LOC111134709	Q6NRC9
LOC111134565	O02298
LOC111134564	Q19673
LOC111134567	Q19673
LOC111133337	Q6NV18
LOC111136327	P57759
LOC111134612	Q6YHK3
LOC111134613	P56591
LOC111133634	Q9MYW0
LOC111137794	Q9CZX2
LOC111136675	Q6P4W8
LOC111132921	E7F4Z4
LOC111135317	Q9Y305
LOC111135319	P62255
LOC111135358	P09487
LOC111135357	Q9Z0K8
LOC111135356	P09487
LOC111137814	P09487
LOC111135359	P40757
LOC111135378	Q6DDK1
LOC111134431	Q6IWH7
LOC111133015	Q8VHK0
LOC111133015	O14734
LOC111136251	Q9PTM5
LOC111133168	Q9TSX8
LOC111133022	Q80XI3
LOC111133023	Q95XZ6
LOC111133078	A1L258
LOC111137290	Q8BX13
LOC111099166	Q9TT16
LOC111132884	O57472
LOC111133161	Q3UY96
LOC111133148	Q9WUA2
LOC111133155	B7ZTR0
LOC111133147	Q8BKF1
LOC111133150	Q6NRV0
LOC111133160	O95235
LOC111133144	Q17BU3
LOC111133144	A1ZAJ2
LOC111133152	Q9DAM1
LOC111133152	Q4V8D9
LOC111133157	Q8BZB2
LOC111133154	Q2L969
LOC111136506	A0A0R4IKJ1
LOC111099175	Q3URE1
LOC111133544	P55040
LOC111137888	A6NE52
LOC111136931	Q60847
LOC111136930	P21941
LOC111137636	Q99715
LOC111133909	Q8CG07
LOC111133911	P17213
LOC111137921	Q86V88
LOC111133853	Q99M85
LOC111137332	Q7T3C6
LOC111136607	Q8C3P7
LOC111134056	P21941
LOC111134058	A8TX70
LOC111133348	Q99JF5
LOC111134353	O15943
LOC111135467	E0W1I1
LOC111137712	Q9NQQ7
LOC111134075	P55205
LOC111136887	Q0VA04
LOC111133995	Q20929
LOC111137670	F4KD71
LOC111137932	Q5VU97
LOC111134452	Q5VU97
LOC111138458	Q8BW74
LOC111137939	B0BN95
LOC111136156	A4FU69
LOC111136151	Q6DIM3
LOC111138181	Q9ES34
LOC111138180	P42028
LOC111137875	Q9VR07
LOC111135560	Q4R4K5
LOC111137949	Q9Y4D8
LOC111136239	O42611
LOC111135831	Q9UA35
LOC111135833	Q9UFC0
LOC111135832	Q9NXW9
LOC111138394	P17972
LOC111138343	P17972
LOC111137781	O15034
LOC111134684	Q9UMZ2
LOC111138040	P42577
LOC111137194	Q62773
LOC111133445	A0A1L8HFX9
LOC111137890	O70624
LOC111135164	I7GQA7
LOC111135163	Q3ZBG9
LOC111133254	Q95NI4
LOC111133254	P05932
LOC111136256	Q52556
LOC111134317	Q6NXG1
LOC111134360	Q9BYN7
LOC111134371	Q32KH5
LOC111134354	A2AX52
LOC111134386	O55192
LOC111134377	Q6QD59
LOC111134362	Q86XU0
LOC111134381	Q9NUP1
LOC111134372	Q9Y236
LOC111134361	Q9BYN7
LOC111134369	Q32KH5
LOC111134355	A2AX52
LOC111134376	Q6QD59
LOC111134364	Q86XU0
LOC111134382	Q9NUP1
LOC111134373	Q9Y236
LOC111134366	Q96RK4
LOC111134365	Q8NC67
LOC111134378	Q6DIY8
LOC111134375	Q28165
LOC111134359	Q9UJU3
LOC111133404	Q5ZJQ7
LOC111136960	P18293
LOC111138274	Q9H0C1
LOC111138275	Q6GQ52
LOC111132216	Q20191
LOC111137556	Q20191
LOC111136514	Q9WVS8
LOC111132184	P62870
LOC111133859	Q9Y2C3
LOC111135939	A8E7I5
LOC111135940	Q5XIA2
LOC111136391	Q9Y5M8
LOC111132217	P51905
LOC111134674	P51905
LOC111134673	P53667
LOC111134891	Q39250
LOC111134890	Q9ZSK2
LOC111134889	Q6ICH7
LOC111134888	Q8IVF4
LOC111136645	P16354
LOC111133062	O00291
LOC111136440	Q5ZML3
LOC111132799	Q78P75
LOC111133453	Q0P5A2
LOC111134770	A9JRI0
LOC111134771	Q08705
LOC111134074	P22770
LOC111134473	A2A3L6
LOC111134475	Q9V535
LOC111138185	Q2XWK0
LOC111137228	Q54KD0
LOC111137229	Q9ET66
LOC111133119	Q8WWT9
LOC111132036	Q8CEE7
LOC111135950	A8WGF7
LOC111135949	P97526
LOC111137181	Q9BQG0
LOC111137477	Q9WUK2
LOC111099050	A5HK05
LOC111132220	P86860
LOC111137344	Q9ES88
LOC111137345	Q9GZT4
LOC111137347	Q9GZT4
LOC111137350	Q9GZT4
LOC111137349	Q9GZT4
LOC111137349	Q54HH2
LOC111137343	O94972
LOC111134949	Q8WY54
LOC111136551	Q75NR7
LOC111134148	Q5R481
LOC111133829	Q9V5L3
LOC111136092	Q5R662
LOC111135254	P41154
LOC111137260	P35408
LOC111137258	O02350
LOC111136241	Q9VRJ2
LOC111136073	Q9P243
LOC111133357	Q9Z0E0
LOC111133359	Q9VXK0
LOC111133358	A7S8T5
LOC111136077	P41594
LOC111133483	P16152
LOC111133008	P16152
LOC111133134	B2GV72
LOC111133534	P16152
LOC111136237	P16152
LOC111136236	P16152
LOC111136234	P31228
LOC111136235	P31228
LOC111133811	Q3U145
LOC111136219	Q9BVG8
LOC111137105	P67963
LOC111137103	Q8BYI6
LOC111137103	Q7L5N7
LOC111137330	O14965
LOC111134751	Q28DH9
LOC111134749	Q9UQ90
LOC111134444	Q9HCD5
LOC111134446	Q7ZY85
LOC111136494	Q5R8P3
LOC111136493	Q0P5G1
LOC111099037	Q99M85
LOC111134715	Q9GKY8
LOC111136742	P86854
LOC111133713	Q08874
LOC111133724	Q9XT77
LOC111135048	Q9NRH2
LOC111135285	Q15393
LOC111135286	Q5R7R6
LOC111132811	A2BGA0
LOC111132230	Q8BGY4
LOC111136648	Q4KMP7
LOC111136215	Q99700
LOC111136113	A7SG73
LOC111136109	Q92614
LOC111136112	P48180
LOC111132231	P09478
LOC111136111	Q9JLB5
LOC111136110	E9QHE3
LOC111137895	Q8BLQ7
LOC111134606	Q5G266
LOC111134607	A3KPP4
LOC111136009	Q6ZUK4
LOC111136008	Q5U3A7
LOC111136008	Q5F499
LOC111136586	P68252
LOC111132042	Q2F637
LOC111136661	Q8C3Q9
LOC111136662	Q9Y2Q3
LOC111136420	P07314
LOC111132861	Q08E40
LOC111135183	O15297
LOC111135184	C4N147
LOC111132232	Q6DJ48
LOC111138487	B5X165
LOC111132067	Q2KN97
LOC111132070	A4FVI0
LOC111132068	Q9UBR1
LOC111136918	Q5RBM6
LOC111135173	Q5BL38
LOC111135171	Q9JK25
LOC111135171	P30622
LOC111136538	Q9Y2Q3
LOC111136536	Q8C3Q9
LOC111138449	Q2F637
LOC111136452	P68252
LOC111136213	Q5F499
LOC111136213	Q5U3A7
LOC111136214	Q6ZUK4
LOC111133959	Q8BR93
LOC111133961	A3KPP4
LOC111133958	Q2PC93
LOC111137723	Q8BLQ7
LOC111136523	E9QHE3
LOC111132233	Q9JLB5
LOC111132234	Q15825
LOC111136525	P48180
LOC111136524	Q92614
LOC111136526	A7SG73
LOC111136181	Q99700
LOC111136149	Q4KMP7
LOC111132046	Q8BGY4
LOC111138459	A2BGA0
LOC111135388	Q5R7R6
LOC111135387	Q15393
LOC111134515	Q9NRH2
LOC111133636	Q9XT77
LOC111132235	Q8QHA5
LOC111133422	Q9D5J6
LOC111137158	Q9MYM7
LOC111134071	Q866Z4
LOC111132361	Q6TH22
LOC111137968	Q99N34
LOC111135569	O60308
LOC111136390	E7F187
LOC111136390	Q5R629
LOC111135988	Q9H8G1
LOC111132145	Q9UBQ7
LOC111137432	Q91Z53
LOC111133131	Q9UBQ7
LOC111133166	Q6NSJ0
LOC111138100	Q5I598
LOC111133708	Q9D995
LOC111135352	Q3T134
LOC111135353	Q8IZH2
LOC111136322	Q8NCX0
LOC111133799	B2RPY5
LOC111135441	Q8K0H5
LOC111135440	Q5M883
LOC111138296	Q96BZ8
LOC111138193	Q2XWK0
LOC111134152	P10079
LOC111132239	Q8IZH2
LOC111134151	Q8NCX0
LOC111134156	B2RPY5
LOC111134174	Q8K0H5
LOC111134167	Q5M883
LOC111134161	Q96BZ8
LOC111134157	Q2XWK0
LOC111134155	P10079
LOC111134166	P10079
LOC111132240	P0C6B8
LOC111134164	P49013
