gene_name,slope_best_fit,r_squared,percentage_within_95_CI,num_exons,mean_exon_expression,std_dev_exon_expression,sum_exon_expression
gene-LOC111133099,0.5714285714285714,0.11764705882352934,85.71428571428571,7,4.571428571428571,3.5989416433697494,32
gene-LOC111133111,-11.9,0.9507217186975496,100,4,17.75,15.75595125658873,71
gene-LOC111133112,8.999999999999998,0.456766917293233,100,3,22.333333333333332,13.316656236958787,67
gene-LOC111133110,-0.821428571428569,0.0034265208829930395,85.71428571428571,7,38.57142857142857,30.314227368553876,270
gene-LOC111133113,1.9999999999999993,0.01744186046511634,100,3,32.333333333333336,15.14375558880073,97
gene-LOC111133982,-3.9000000000000026,0.06003552397868554,100,4,57.25,20.54872258803452,229
gene-LOC111137652,-8.399999999999999,0.7396226415094341,100,4,39.5,12.609520212918492,158
gene-LOC111135123,40.51666666666666,0.18797595464475247,66.66666666666666,9,168,255.9252820649027,1512
gene-LOC111135122,-0.5999999999999901,4.742708086317107e-6,100,4,309,355.6824426366868,1236
gene-LOC111132852,90,0.9410944579993029,100,3,124,92.7739187487518,372
gene-LOC111133890,32.00000000000001,0.6688438928804704,100,3,42,39.1279950930277,126
gene-LOC111136070,67.8,0.7224237319034179,100,5,125.2,126.12573091958674,626
gene-LOC111135536,2.386324786324786,0.14397281323877067,69.23076923076923,26,30.384615384615383,48.1024547590469,790
gene-LOC111137824,40.399999999999984,0.26655343611183707,100,4,124,101.02144986750751,496
gene-LOC111135490,10.458441558441557,0.3321561505400651,57.14285714285714,21,79.95238095238095,112.59683662984328,1679
gene-LOC111135486,8.993939393939392,0.2964894452872275,60,10,41.4,50.00933246238479,414
gene-LOC111135488,27.892857142857128,0.13933965229564182,100,7,159.42857142857142,161.42062770172544,1116
gene-LOC111135487,-2.500000000000031,0.0026820197396652664,100,3,87.66666666666667,48.27352621606727,263
gene-LOC111137606,-44.29999999999999,0.8242570098953346,80,5,84.4,77.15115034787233,422
gene-LOC111135489,-11.799999999999999,0.3691410392364794,100,4,25,25.073226092121985,100
gene-LOC111136755,-8.6,0.7818181818181817,100,4,38.5,12.556538801224908,154
gene-LOC111133506,3.2035714285714283,0.41053043517304066,73.33333333333333,15,15.866666666666667,22.36025385323146,238
gene-LOC111137620,4.666666666666666,0.5311653116531163,75,8,12,15.684387141358123,96
gene-LOC111135013,-1.333333333333333,0.1840490797546012,88.88888888888889,9,5.222222222222222,8.51143022320247,47
gene-LOC111135016,-0,NA,100,4,0,0,0
gene-LOC111135014,0.5714285714285717,0.4285714285714287,100,6,0.6666666666666666,1.632993161855452,4
gene-LOC111135010,-0.2666666666666665,0.0011865035224323311,66.66666666666666,9,19,21.20141504711419,171
gene-LOC111135012,1.1785714285714288,0.058073805460750895,85.71428571428571,7,6.428571428571429,10.564991605252112,45
gene-LOC111135011,6.428571428571434,0.08812342792156368,100,6,34.166666666666664,40.51378366268283,205
gene-LOC111135009,1.6346749226006196,0.22963152513297094,38.88888888888889,18,34.333333333333336,18.211179501161624,618
gene-LOC111133526,-59.09999999999998,0.47615029336706916,100,5,91.6,135.4208255771615,458
gene-LOC111136573,-2.6428571428571432,0.3469629129002282,87.5,8,24.25,10.990255424043351,194
gene-LOC111136572,-0.28676470588235287,0.007306317731150578,47.05882352941176,17,29.58823529411765,16.941291359904547,503
gene-LOC111135243,0.2084677419354839,0.012575891311221183,29.03225806451613,31,29.838709677419356,16.90186730156079,925
gene-LOC111135244,2.4999999999999982,0.13075965130759648,87.5,8,20.75,16.934748722249005,166
gene-LOC111137649,NA,0,NA,1,260,NA,260
gene-LOC111134699,-0.2666666666666625,6.581112207963158e-4,60,10,43.6,31.47203344064201,436
gene-LOC111134700,-5.1,0.1583900942757905,66.66666666666666,9,39.111111111111114,35.09431736209028,352
gene-LOC111134697,1.2857142857142865,0.006003075649870002,75,8,26.25,40.64743885799308,210
gene-LOC111137269,NA,0,NA,1,380,NA,380
gene-LOC111133238,62.7,0.638927668841775,100,4,57.25,101.26656243137053,229
gene-LOC111137562,0.2964285714285712,0.004592503377657685,46.666666666666664,15,31.333333333333332,19.561867668161614,470
gene-LOC111137906,-28.999999999999947,1,NA,2,181.5,20.506096654409877,363
gene-LOC111137673,-34.00000000000005,0.21658755933050233,100,3,77.33333333333333,73.05705532892311,232
gene-LOC111137899,9,0.256166982922201,100,4,26.5,22.956480566497994,106
gene-LOC111137940,0.5999999999999991,0.035435654393000296,88.88888888888889,9,40.22222222222222,8.728942916782332,362
gene-LOC111134413,16.499999999999993,0.6173469387755103,100,3,26,21,78
gene-LOC111132047,-7.314285714285718,0.1063412734471344,83.33333333333334,6,68,41.96188746946448,408
gene-Trnaa-ugc-26,NA,0,NA,1,11,NA,11
gene-LOC111133702,1.196078431372548,0.01502804033920345,61.111111111111114,18,58.388888888888886,52.087188092646095,1051
gene-LOC111133703,-3.5833333333333344,0.025785077207808708,75,8,56.125,54.661131398044496,449
gene-LOC111133704,6.952380952380955,0.08536267925722137,62.5,8,81.5,58.28746495970271,652
gene-LOC111132523,-0.15454545454545646,3.306560490606655e-4,63.63636363636363,11,53.18181818181818,28.188005185958733,585
gene-LOC111133666,-0.66230230749287,0.18311990683306067,15.789473684210526,57,30.54385964912281,25.689123723751955,1741
gene-LOC111137719,-24.80000000000001,0.49451114922813,100,6,74.66666666666667,65.97777403540276,448
gene-LOC111132937,-3.071428571428571,0.11820235254006146,75,8,35,21.882804730133266,280
gene-LOC111133928,7.36363636363636,0.02939804314150514,80,10,85.9,130.02858660053693,859
gene-LOC111133891,8.25194805194805,0.1435998632670728,80.95238095238095,21,76.76190476190476,135.11695110603435,1612
gene-LOC111133892,2.3916083916083895,0.1706272310541833,50,12,42.166666666666664,20.875533018054384,506
gene-LOC111137733,-6.35714285714285,0.16050658561296846,85.71428571428571,7,56,34.27827300200522,392
gene-LOC111135400,-5.5989010989010985,0.3074908702815969,61.53846153846154,13,72.76923076923077,39.32165189424661,946
gene-LOC111134713,-5.43333333333333,0.07477835839798852,77.77777777777779,9,65.11111111111111,54.41379522796688,586
gene-LOC111134709,0.35763546798029544,0.013791843837086083,58.620689655172406,29,31.93103448275862,25.929755431719144,926
gene-LOC111134712,7.699999999999998,0.025767617723114384,100,4,56.75,61.92670398678317,227
gene-LOC111134710,38.099999999999994,0.19382322898515897,100,4,98.25,111.72399026171595,393
gene-LOC111136163,1.490196078431372,0.024841408081199067,76.47058823529412,17,40.94117647058823,47.744725609531066,696
gene-LOC111137771,2.499999999999991,0.008975586404978433,100,3,21.666666666666668,26.38812864401971,65
gene-LOC111133795,-8.000000000000068,0.0030143180105501248,100,3,106,145.71204480069588,318
gene-LOC111134565,-1.3821428571428567,0.054548626556669505,66.66666666666666,15,34.46666666666667,26.465251251585045,517
gene-LOC111134564,3.3356643356643314,0.008559334926257668,83.33333333333334,12,97,129.99720276710852,1164
gene-LOC111134567,76.19999999999999,0.5426680872539674,100,4,99.5,133.5402561027947,398
gene-LOC111133337,NA,0,NA,1,197,NA,197
gene-LOC111133926,3.2999999999999985,0.02700089259149059,100,5,32.4,31.753739937210547,162
gene-LOC111134426,5.7367647058823525,0.14940541160389018,50,16,55.4375,70.66066208766138,887
gene-LOC111136327,-4.999999999999999,0.356531660011409,100,5,20.6,13.24009063413087,103
gene-Trnat-ggu-14,NA,0,NA,1,2,NA,2
gene-LOC111132914,-19.9,0.5189626251507052,80,5,83.2,43.67722518658895,416
gene-LOC111134612,-0.7764705882352942,0.16689007047188975,34.285714285714285,35,32.97142857142857,19.476208282815993,1154
gene-LOC111134613,NA,0,NA,1,454,NA,454
gene-LOC111133637,-2.135064935064935,0.1195112956502129,38.095238095238095,21,41,38.32101251271944,861
gene-LOC111133638,-1.8571428571428565,0.42355889724310797,100,7,13,6.164414002968976,91
gene-LOC111133634,2.7076923076923074,0.1248456932289268,64.28571428571429,14,45,32.05764039495589,630
gene-LOC111138086,-16.200000000000003,0.3062310385064177,100,4,39.5,37.79329746573238,158
gene-LOC111137794,1.9508771929824569,0.16907090197107913,52.63157894736842,19,21.210526315789473,26.699103079750785,403
gene-LOC111135980,0.10732714138286857,0.0013807549114075149,72.22222222222221,18,16.666666666666668,15.419620808643542,300
gene-LOC111138091,NA,0,NA,1,48,NA,48
gene-LOC111137801,NA,0,NA,1,103,NA,103
gene-LOC111133868,1.6625386996904028,0.17188864997690448,50,18,24.055555555555557,21.407728736911878,433
gene-LOC111136675,-0.1909090909090914,0.0037021490933512517,63.63636363636363,11,23.90909090909091,10.406291803082839,263
gene-LOC111132921,1.4230769230769227,0.044899546459762345,61.53846153846154,13,31.923076923076923,26.154864233578486,415
gene-LOC111135317,0.42941176470588277,0.007734523967191046,43.75,16,31.375,23.246146634083967,502
gene-LOC111135319,11.971428571428575,0.42875703662095666,100,6,38.5,34.20380095837304,231
gene-LOC111135355,9.468131868131868,0.27464187082814046,71.42857142857143,14,58,75.57879230415001,812
gene-LOC111135358,2.4909090909090916,0.1423911146851979,60,10,43.1,19.98582831241511,431
gene-LOC111135357,-403.9999999999999,1,NA,2,266,285.6711395993652,532
gene-LOC111135356,-4.345454545454545,0.31825889283651443,60,10,39.9,23.32118731492412,399
gene-LOC111137814,-0.006766917293233103,2.049125222118285e-6,40,20,44.65,27.966662484578237,893
gene-LOC111135359,0.25357142857142906,0.0025230162882448138,53.333333333333336,15,36.86666666666667,22.576431030949912,553
gene-LOC111135378,26.083333333333336,0.6483112984799128,88.88888888888889,9,91.44444444444444,88.71599505037284,823
gene-LOC111135377,-0.5955882352941176,0.0660574289856628,52.94117647058824,17,12.058823529411764,11.701872650538109,205
gene-LOC111135379,-1.2999999999999992,0.03369890329012961,100,4,12.75,9.142392101268317,51
gene-LOC111134432,249.99999999999994,1,NA,2,162,176.7766952966369,324
gene-LOC111134431,-1.4617391304347822,0.08459093833484535,70.83333333333334,24,32.416666666666664,35.53799762736104,778
gene-LOC111136864,98.50000000000006,0.5789277403186349,100,3,104,129.4565564195186,312
gene-LOC111136901,87.00000000000003,0.5474732375349601,100,3,96.33333333333333,117.58117763202294,289
gene-LOC111137024,55.00000000000002,0.4421652699278895,100,3,79.33333333333333,82.71235296697425,238
gene-LOC111137067,91.50000000000006,0.5392290517185858,100,3,99.66666666666667,124.60470831125657,299
gene-LOC111136774,99,1,NA,2,112.5,70.0035713374682,225
gene-LOC111136851,-106.50000000000006,0.5691329218726476,100,3,112,141.17011015083895,336
gene-LOC111137093,7.357142857142857,0.46839541420771447,87.5,8,31.75,26.331675656082787,254
gene-LOC111133015,0.016666666666667718,5.120502491977222e-6,55.55555555555556,9,41.111111111111114,20.1707984748029,370
gene-LOC111133805,5.499999999999998,0.23828278849940926,100,4,15.25,14.545904349105742,61
gene-LOC111136251,-0.492857142857141,0.0027413029893119333,73.33333333333333,15,35.93333333333333,42.09761898028823,539
gene-LOC111133168,95,1,NA,2,112.5,67.17514421272202,225
gene-LOC111133022,-0.4665718349928872,0.025654383112928628,31.57894736842105,38,37.78947368421053,32.37212505839841,1436
gene-LOC111133023,1.3071428571428572,0.07501792061169023,60,15,25.666666666666668,21.343003760572444,385
gene-LOC111132167,0.18021978021977975,0.0032727839105971177,64.28571428571429,14,19.857142857142858,13.178403912095336,278
gene-LOC111133078,4.964285714285716,0.7592345174473435,85.71428571428571,7,43.142857142857146,12.307566391297286,302
gene-LOC111132889,59.999999999999986,1,NA,2,45,42.42640687119285,90
gene-LOC111137290,-3.273809523809521,0.18914808951050338,87.5,8,19.375,18.43860468845576,155
gene-LOC111099166,-0.3717948717948718,0.04384959673014302,48.148148148148145,27,19.296296296296298,14.092591656652072,521
gene-LOC111099167,0.5000000000000042,9.225092250922638e-4,100,3,39,16.46207763315433,117
gene-LOC111132884,0.7549407114624515,0.04355160269802429,52.17391304347826,23,26.391304347826086,24.535205003932212,607
gene-LOC111133964,5.000000000000003,0.13243863676496553,77.77777777777779,9,48,37.62645346029838,432
gene-Trnaf-gaa-7,-42.999999999999986,1,NA,2,24.5,30.405591591021544,49
gene-LOC111133161,-0.2410147991543339,0.05423710220341956,27.906976744186046,43,25.25581395348837,12.994674776076204,1086
gene-LOC111133148,-0.7947368421052626,0.15461100311920797,52.63157894736842,19,17.157894736842106,11.373766882586226,326
gene-LOC111137836,39.00000000000002,0.946876945424362,100,3,35.666666666666664,40.079088479322145,107
gene-LOC111133159,-6.499999999999998,0.4667476800707027,100,5,24.4,15.043270920913443,122
gene-LOC111133155,-6.700000000000005,0.6125818777292577,100,5,34.2,13.535139452550904,171
gene-LOC111133149,114.00000000000004,0.8620133100444407,100,3,98.66666666666667,122.78572121111368,296
gene-LOC111133147,-0.11612903225806455,0.003835738068812424,38.70967741935484,31,22.612903225806452,17.048318429989585,701
gene-LOC111133150,58.49999999999999,0.9771342914247644,100,3,68.33333333333333,59.18051481132395,205
gene-LOC111133160,-0.9778225806451613,0.026868316428732934,68.75,32,48.90625,55.96044650090495,1565
gene-LOC111133144,-0.949152542372882,0.057535299713209274,54.23728813559322,59,38.33898305084746,67.96414119668663,2262
gene-LOC111133152,2.1083916083916088,0.2347198633545906,58.333333333333336,12,29.75,15.690906457389435,357
gene-LOC111133157,-6.299999999999997,0.9128334866605332,100,5,29.2,10.425929215182693,146
gene-LOC111133154,2.7666666666666666,0.22937846836847942,66.66666666666666,9,25.555555555555557,15.820169966779048,230
gene-LOC111133158,36.500000000000014,0.5057256737947616,100,3,65.66666666666667,51.32575701666107,197
gene-LOC111133156,-5.500000000000019,0.9758064516129038,100,3,55,5.5677643628300215,165
gene-LOC111133151,-310.9999999999999,1,NA,2,171.5,219.9102089490163,343
gene-LOC111133153,NA,0,NA,1,374,NA,374
gene-LOC111136506,10.11538461538461,0.34811971367190747,76.92307692307693,13,47.76923076923077,66.76719983913489,621
gene-LOC111099175,2.357142857142852,0.010493958024167829,100,7,55.142857142857146,49.70723814304637,386
gene-LOC111138344,11.000000000000004,0.7840172786177105,100,3,15.666666666666666,12.42309676905615,47
gene-LOC111138211,0.28571428571428503,0.007292616226071086,85.71428571428571,7,8.285714285714286,7.227592630889987,58
gene-LOC111138418,13.699999999999998,0.49097520142304063,100,5,20.8,30.91439794011845,104
gene-LOC111133875,3.6785714285714284,0.19417955523016375,75,8,37.125,20.44810504667853,297
gene-LOC111133876,-0.6999999999999997,0.04487179487179491,100,5,5.6,5.224940191045253,28
gene-LOC111133020,5.700000000000001,0.3079037149355573,100,5,22.6,16.241921068642096,113
gene-LOC111134147,13.500000000000004,0.9959016393442623,100,3,21,13.527749258468683,63
gene-LOC111136763,14.742857142857144,0.5309898291564185,100,6,31.333333333333332,37.85058343892029,188
gene-LOC111137136,2.8214285714285716,0.06374590161143703,87.5,8,18.875,27.372757572865346,151
gene-LOC111137846,7.628571428571431,0.8392371534522339,100,6,15.5,15.578831791889916,93
gene-LOC111137137,20.50000000000001,0.5441303409581355,100,3,23.666666666666668,27.79088579612628,71
gene-LOC111137138,1.0000000000000002,0.75,100,3,0.6666666666666666,1.1547005383792515,2
gene-LOC111137866,-1.8000000000000003,0.5869565217391305,100,5,5.4,3.714835124201342,27
gene-LOC111137135,0.21212121212120963,1.085704445370304e-4,80,10,43.1,61.63593829000163,431
gene-LOC111137139,28.500000000000014,0.15444951511694252,100,3,114,72.51896303726357,342
gene-LOC111137873,NA,0,NA,1,86,NA,86
gene-LOC111137840,3.500000000000002,0.9423076923076923,100,3,3,3.605551275463989,9
gene-LOC111137879,4.714285714285715,0.42857142857142866,100,6,5.5,13.47219358530748,33
gene-LOC111137839,6.999999999999998,0.44016682707731786,75,8,22.75,25.844314102497894,182
gene-LOC111138447,12.599999999999998,0.7305356156819436,100,5,38.6,23.308796622734516,193
gene-LOC111133544,-30.199999999999992,0.23463853871880633,100,4,119.5,80.48809435769574,478
gene-LOC111137888,1.031048387096774,0.07896466508083129,38.70967741935484,31,51.96774193548387,33.36013975886766,1611
gene-LOC111138254,-1.966666666666666,0.03593352143692793,88.88888888888889,9,19.555555555555557,28.412634122477588,176
gene-LOC111136931,-0.157575757575756,1.8046989020063485e-5,80,10,110.6,112.30335900784287,1106
gene-LOC111136930,8.964285714285715,0.11663503994223882,75,8,80.875,64.29493981422088,647
gene-LOC111137636,4.2857142857142785,0.03202117667150538,83.33333333333334,6,48,44.80624956409541,288
gene-LOC111138271,109.00000000000004,0.8412915712700924,100,3,84.66666666666667,118.83742395951425,254
gene-LOC111138226,-117.50000000000003,0.822633021509861,100,3,93,129.549218446118,279
gene-LOC111133909,10.785714285714285,0.4949530032344194,75,8,40.25,37.55281994357129,322
gene-LOC111133910,-0.55,0.03840911212771916,56.25,16,21.125,13.361012935652248,338
gene-LOC111133911,0.6894736842105266,0.029838644240689015,57.89473684210527,19,25.94736842105263,22.461012355265552,493
gene-LOC111137921,-4.8000000000000025,0.09484083424807883,100,6,47.666666666666664,29.159332411196704,286
gene-LOC111133853,181.99999999999997,1,NA,2,155,128.69343417595164,310
gene-LOC111137332,-10.749999999999998,0.25983177082287795,87.5,8,41.375,51.65804459547972,331
gene-LOC111136607,1.4720588235294114,0.07739183594182945,62.5,16,31.4375,25.19250880718314,503
